InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562878,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-08-10 10:45:00,1.65,16241,United Kingdom
562209,21742,LARGE ROUND WICKER PLATTER ,2,2011-08-03 13:06:00,5.95,13213,United Kingdom
575739,23351,ROLL WRAP 50'S CHRISTMAS,2,2011-11-11 09:05:00,2.46,15287,United Kingdom
539045,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2010-12-15 15:48:00,0.85,15287,United Kingdom
571712,22904,CALENDAR PAPER CUT DESIGN,5,2011-10-18 16:46:00,2.95,14056,United Kingdom
549690,21904,HOUSE WRECKING METAL SIGN ,1,2011-04-11 13:41:00,2.1,17841,United Kingdom
561093,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-07-25 10:01:00,1.65,12540,Spain
559315,23298,SPOTTY BUNTING,50,2011-07-07 13:52:00,4.15,13456,United Kingdom
562387,22815,CARD PSYCHEDELIC APPLES,12,2011-08-04 15:51:00,0.42,13402,United Kingdom
539484,22975,SPACEBOY CHILDRENS EGG CUP,12,2010-12-19 15:44:00,1.25,15640,United Kingdom
576094,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-11-14 09:12:00,1.25,16401,United Kingdom
548612,21912,VINTAGE SNAKES & LADDERS,2,2011-04-01 11:34:00,3.75,13137,United Kingdom
571500,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-10-17 15:09:00,1.25,15287,United Kingdom
545914,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-03-08 11:39:00,1.65,13340,United Kingdom
561366,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-07-26 15:45:00,2.95,15152,United Kingdom
578661,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-11-24 16:46:00,1.25,18188,United Kingdom
577358,21240,BLUE POLKADOT CUP,1,2011-11-18 15:59:00,1.63,15287,United Kingdom
C559030,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-07-05 14:51:00,4.95,16571,United Kingdom
541485,21466,RED FLOWER CROCHET FOOD COVER,1,2011-01-18 13:05:00,3.75,18118,United Kingdom
560278,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-07-17 15:45:00,3.95,13610,United Kingdom
578993,16169E,WRAP 50'S  CHRISTMAS,25,2011-11-27 15:38:00,0.42,15987,United Kingdom
559337,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-07-07 16:27:00,1.25,15287,United Kingdom
544812,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2011-02-23 15:58:00,2.46,15287,United Kingdom
562680,22630,DOLLY GIRL LUNCH BOX,1,2011-08-08 13:46:00,1.95,17954,United Kingdom
562955,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,57,2011-08-11 10:14:00,4.13,15287,United Kingdom
565851,22423,REGENCY CAKESTAND 3 TIER,6,2011-09-07 13:06:00,12.75,14911,EIRE
546438,22846,BREAD BIN DINER STYLE RED ,4,2011-03-14 09:59:00,14.95,15125,United Kingdom
567062,22961,JAM MAKING SET PRINTED,12,2011-09-16 11:48:00,1.45,16108,United Kingdom
560571,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-07-19 14:29:00,0.83,17735,United Kingdom
565841,22960,JAM MAKING SET WITH JARS,1,2011-09-07 12:04:00,8.29,15287,United Kingdom
555324,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,2011-06-02 11:02:00,4.13,15287,United Kingdom
574967,20724,RED RETROSPOT CHARLOTTE BAG,1,2011-11-08 10:51:00,5.63,15287,United Kingdom
539728,22076,6 RIBBONS EMPIRE  ,12,2010-12-21 14:26:00,1.65,16270,United Kingdom
539580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-20 12:51:00,2.95,15312,United Kingdom
547964,22073,RED RETROSPOT STORAGE JAR,1,2011-03-28 15:45:00,7.46,15287,United Kingdom
560104,21172,PARTY METAL SIGN ,1,2011-07-14 18:56:00,1.45,17921,United Kingdom
577174,22215,CAKE STAND WHITE TWO TIER LACE,1,2011-11-18 10:58:00,8.5,17841,United Kingdom
570796,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-10-12 12:19:00,2.95,16241,United Kingdom
566013,23439,HAND WARMER RED LOVE HEART,12,2011-09-08 12:16:00,2.1,17004,United Kingdom
565326,21636,MADRAS NOTEBOOK MEDIUM,2,2011-09-02 13:41:00,0.75,16706,United Kingdom
577058,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2011-11-17 14:29:00,2.95,18122,United Kingdom
573906,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-01 15:12:00,1.65,16458,United Kingdom
570049,23505,PLAYING CARDS I LOVE LONDON ,6,2011-10-07 10:55:00,1.25,17228,United Kingdom
574741,22420,LIPSTICK PEN BABY PINK,2,2011-11-06 16:13:00,0.42,15993,United Kingdom
555251,22236,CAKE STAND 3 TIER MAGIC GARDEN,4,2011-06-01 15:12:00,12.75,13062,United Kingdom
574653,22082,RIBBON REEL STRIPES DESIGN ,20,2011-11-06 11:30:00,1.65,12619,Germany
556721,21868,POTTING SHED TEA MUG,6,2011-06-14 11:23:00,1.25,15218,United Kingdom
554959,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-05-27 15:18:00,5.79,15287,United Kingdom
543535,90161A,ANT COPPER RED BOUDICCA BRACELET,1,2011-02-09 13:37:00,4.95,17537,United Kingdom
554021,20886,,-65,2011-05-20 13:18:00,0.0,15287,United Kingdom
579508,23194,GYMKHANA TREASURE BOOK BOX,2,2011-11-29 16:33:00,4.58,15287,United Kingdom
550532,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-04-19 11:02:00,1.45,14606,United Kingdom
546420,37482P,CUBIC MUG PINK POLKADOT,4,2011-03-13 11:18:00,0.39,14810,United Kingdom
566669,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-09-14 11:36:00,4.15,18065,United Kingdom
552852,22662,LUNCH BAG DOLLY GIRL DESIGN,3,2011-05-11 15:08:00,1.65,16712,United Kingdom
578400,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-11-24 11:52:00,1.95,12748,United Kingdom
544187,22961,JAM MAKING SET PRINTED,12,2011-02-16 16:31:00,1.45,14107,United Kingdom
575090,85054,FRENCH ENAMEL POT W LID,4,2011-11-08 14:04:00,2.95,17515,United Kingdom
580155,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-12-02 10:30:00,7.95,13183,United Kingdom
559055,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,3,2011-07-05 17:09:00,1.25,15287,United Kingdom
557442,84927F,PSYCHEDELIC TILE HOOK,1,2011-06-20 12:53:00,2.1,14808,United Kingdom
546951,22300,COFFEE MUG DOG + BALL DESIGN,6,2011-03-18 11:30:00,2.55,17673,United Kingdom
579885,23406,HOME SWEET HOME KEY HOLDER,1,2011-11-30 17:37:00,6.25,15444,United Kingdom
555603,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-06-06 11:36:00,1.25,16209,United Kingdom
559133,23010,CIRCUS PARADE BABY GIFT SET,1,2011-07-06 13:13:00,16.95,17861,United Kingdom
545571,21907,I'M ON HOLIDAY METAL SIGN,12,2011-03-03 16:34:00,2.1,17700,United Kingdom
579387,22098,BOUDOIR SQUARE TISSUE BOX,2,2011-11-29 12:06:00,0.39,14452,United Kingdom
573347,21914,BLUE HARMONICA IN BOX ,3,2011-10-30 12:26:00,1.25,13137,United Kingdom
559043,21179,NO JUNK MAIL METAL SIGN,1,2011-07-05 15:35:00,3.29,15287,United Kingdom
579135,20983,12 PENCILS TALL TUBE RED RETROSPOT,2,2011-11-28 12:44:00,0.85,18096,United Kingdom
559817,40016,CHINESE DRAGON PAPER LANTERNS,1,2011-07-12 16:20:00,8.29,15287,United Kingdom
568167,22189,CREAM HEART CARD HOLDER,4,2011-09-25 12:45:00,3.95,15706,United Kingdom
581217,23480,MINI LIGHTS WOODLAND MUSHROOMS,2,2011-12-08 09:20:00,7.46,15287,United Kingdom
545471,22147,FELTCRAFT BUTTERFLY HEARTS,12,2011-03-03 10:34:00,1.45,15087,United Kingdom
571655,21770,OPEN CLOSED METAL SIGN,12,2011-10-18 12:18:00,4.95,14688,United Kingdom
581219,22119,PEACE WOODEN BLOCK LETTERS,1,2011-12-08 09:28:00,14.13,15287,United Kingdom
566259,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,120,2011-09-11 12:45:00,2.55,17317,United Kingdom
537683,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-08 10:14:00,0.55,12921,United Kingdom
576629,23156,SET OF 5 MINI GROCERY MAGNETS,12,2011-11-16 08:37:00,2.08,12621,Germany
562282,23171,REGENCY TEA PLATE GREEN ,12,2011-08-04 10:38:00,1.65,13098,United Kingdom
548498,22616,PACK OF 12 LONDON TISSUES ,48,2011-03-31 13:46:00,0.29,16681,United Kingdom
540033,21904,HOUSE WRECKING METAL SIGN ,2,2011-01-04 14:12:00,2.1,13680,United Kingdom
557217,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-06-17 12:30:00,1.25,17426,United Kingdom
579250,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-11-28 16:35:00,6.25,14480,United Kingdom
577235,23556,LANDMARK FRAME COVENT GARDEN ,3,2011-11-18 12:09:00,12.5,14367,United Kingdom
558814,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-07-04 11:47:00,1.65,14049,United Kingdom
545217,20725,LUNCH BAG RED RETROSPOT,1,2011-02-28 16:59:00,4.13,15287,United Kingdom
572513,23508,MINI PLAYING CARDS DOLLY GIRL ,2,2011-10-24 14:36:00,0.42,16728,United Kingdom
570872,21739,COSY SLIPPER SHOES SMALL GREEN,1,2011-10-12 16:40:00,2.46,15287,United Kingdom
574846,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-11-07 11:59:00,1.45,14702,United Kingdom
556121,22629,SPACEBOY LUNCH BOX ,1,2011-06-09 10:09:00,1.95,15855,United Kingdom
553461,85066,CREAM SWEETHEART MINI CHEST,2,2011-05-17 10:57:00,12.75,16316,United Kingdom
545586,21562,HAWAIIAN GRASS SKIRT ,3,2011-03-04 09:44:00,1.25,15287,United Kingdom
580908,22606,WOODEN SKITTLES GARDEN SET,1,2011-12-06 13:20:00,15.95,16495,United Kingdom
569365,23322,LARGE WHITE HEART OF WICKER,9,2011-10-03 15:24:00,1.97,18102,United Kingdom
546896,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-03-17 18:24:00,5.79,15287,United Kingdom
538826,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,3,2010-12-14 12:58:00,6.75,12370,Cyprus
580514,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-12-04 14:01:00,0.95,16905,United Kingdom
541588,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,2011-01-19 14:43:00,6.45,14307,United Kingdom
572751,22269,EGG CUP NATURAL CHICKEN,16,2011-10-25 17:21:00,0.39,17449,United Kingdom
578006,22307,GOLD MUG BONE CHINA TREE OF LIFE,24,2011-11-22 12:40:00,1.06,13363,United Kingdom
573876,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1,2011-11-01 12:48:00,0.42,16360,United Kingdom
572318,23329,DECORATIVE WICKER HEART LARGE,2,2011-10-23 16:19:00,1.65,15436,United Kingdom
543533,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-02-09 13:00:00,5.79,15287,United Kingdom
536401,22382,LUNCH BAG SPACEBOY DESIGN ,2,2010-12-01 11:21:00,1.65,15862,United Kingdom
541259,48184,DOORMAT ENGLISH ROSE ,1,2011-01-16 15:38:00,7.95,14404,United Kingdom
558682,21326,AGED GLASS SILVER T-LIGHT HOLDER,1,2011-07-01 11:20:00,1.63,15287,United Kingdom
540357,22346,PARTY PIZZA DISH GREEN POLKADOT,24,2011-01-06 15:14:00,0.21,13093,United Kingdom
564496,22151,PLACE SETTING WHITE HEART,24,2011-08-25 14:21:00,0.42,13050,United Kingdom
553738,23200,JUMBO BAG PEARS,10,2011-05-19 08:55:00,2.08,17469,United Kingdom
580048,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,2011-12-01 12:53:00,3.25,12748,United Kingdom
560779,23215,JINGLE BELL HEART ANTIQUE SILVER,1,2011-07-21 09:30:00,4.13,15287,United Kingdom
572549,46776F,WOVEN ROSE GARDEN CUSHION COVER ,2,2011-10-24 17:03:00,4.13,15287,United Kingdom
562596,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-08-08 09:22:00,1.65,16145,United Kingdom
545011,22090,PAPER BUNTING RETROSPOT,1,2011-02-25 13:05:00,2.95,13666,United Kingdom
558757,18098C,PORCELAIN BUTTERFLY OIL BURNER,5,2011-07-03 12:22:00,2.95,13148,United Kingdom
569020,23284,DOORMAT KEEP CALM AND COME IN,6,2011-09-30 09:39:00,8.25,15321,United Kingdom
550824,21934,SKULL SHOULDER BAG,5,2011-04-21 10:00:00,1.65,18177,United Kingdom
537226,22705,WRAP GREEN PEARS ,25,2010-12-06 08:34:00,0.42,15987,United Kingdom
557297,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-06-19 13:54:00,1.65,12421,Spain
569384,84976,RECTANGULAR SHAPED MIRROR,12,2011-10-03 16:47:00,0.79,15159,United Kingdom
564371,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-08-25 09:53:00,1.65,17705,United Kingdom
569826,22078,RIBBON REEL LACE DESIGN ,10,2011-10-06 12:25:00,2.1,18161,United Kingdom
569036,23295,SET OF 12 MINI LOAF BAKING CASES,16,2011-09-30 10:44:00,0.83,18217,United Kingdom
578344,23175,REGENCY MILK JUG PINK ,2,2011-11-24 09:21:00,7.46,15287,United Kingdom
540691,21166,COOK WITH WINE METAL SIGN ,12,2011-01-11 08:50:00,2.21,17450,United Kingdom
542526,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-01-28 12:43:00,3.75,14659,United Kingdom
547361,22468,BABUSHKA LIGHTS STRING OF 10,4,2011-03-22 12:31:00,6.75,15298,United Kingdom
537818,22471,TV DINNER TRAY AIR HOSTESS ,3,2010-12-08 13:53:00,4.95,12766,Portugal
556056,22467,GUMBALL COAT RACK,3,2011-06-08 13:35:00,2.55,17841,United Kingdom
537153,22759,SET OF 3 NOTEBOOKS IN PARCEL,6,2010-12-05 13:03:00,1.65,16718,United Kingdom
540856,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,12,2011-01-12 10:16:00,2.95,16655,United Kingdom
543370,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-02-07 14:51:00,2.95,12359,Cyprus
544909,21198,WHITE HEART CONFETTI IN TUBE,48,2011-02-24 14:32:00,0.42,14298,United Kingdom
561331,23199,JUMBO BAG APPLES,4,2011-07-26 14:24:00,2.08,16809,United Kingdom
556048,47566B,TEA TIME PARTY BUNTING,4,2011-06-08 13:00:00,4.95,15609,United Kingdom
546639,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-15 12:54:00,3.95,13971,United Kingdom
564346,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-08-24 14:54:00,1.45,15727,United Kingdom
551250,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-04-27 12:00:00,5.45,17841,United Kingdom
565542,21889,WOODEN BOX OF DOMINOES,12,2011-09-05 12:06:00,1.25,16820,United Kingdom
574356,23207,LUNCH BAG ALPHABET DESIGN,1,2011-11-04 10:48:00,4.96,15287,United Kingdom
567973,22594,CHRISTMAS GINGHAM TREE,12,2011-09-23 10:17:00,0.85,13994,United Kingdom
539112,22795,SWEETHEART RECIPE BOOK STAND,4,2010-12-16 11:15:00,6.75,13468,United Kingdom
539272,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2010-12-16 15:29:00,4.25,15759,United Kingdom
540278,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-01-06 12:31:00,1.25,15719,United Kingdom
547097,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-03-21 09:33:00,7.95,13021,United Kingdom
573576,22675,FRENCH KITCHEN SIGN BLUE METAL,1,2011-10-31 14:09:00,2.46,14096,United Kingdom
552285,22855,FINE WICKER HEART ,2,2011-05-08 12:58:00,1.25,14684,United Kingdom
580983,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-12-06 16:26:00,5.79,15287,United Kingdom
558620,85024B,EAU DE NILE JEWELLED PHOTOFRAME,1,2011-06-30 16:39:00,1.65,15584,United Kingdom
574550,23128,FELTCRAFT BOY JEAN-PAUL KIT,3,2011-11-04 15:18:00,4.95,12484,Spain
550034,22653,BUTTON BOX ,10,2011-04-14 11:48:00,1.95,16187,United Kingdom
551657,23207,LUNCH BAG ALPHABET DESIGN,10,2011-05-03 12:12:00,1.65,14911,EIRE
538944,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,12,2010-12-15 11:21:00,1.65,13295,United Kingdom
573020,23236,STORAGE TIN VINTAGE DOILY ,6,2011-10-27 12:37:00,2.89,14842,United Kingdom
537846,22558,CLOTHES PEGS RETROSPOT PACK 24 ,96,2010-12-08 15:25:00,1.25,15347,United Kingdom
555260,22185,SLATE TILE NATURAL HANGING,1,2011-06-01 15:34:00,1.65,13263,United Kingdom
540353,22428,ENAMEL FIRE BUCKET CREAM,1,2011-01-06 14:53:00,6.95,13764,United Kingdom
553423,84674,FLYING PIG WATERING CAN,1,2011-05-17 10:28:00,2.95,17811,United Kingdom
541279,21166,COOK WITH WINE METAL SIGN ,12,2011-01-17 11:55:00,1.95,18223,United Kingdom
566221,20726,LUNCH BAG WOODLAND,1,2011-09-09 16:13:00,4.13,15287,United Kingdom
565766,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-09-06 14:23:00,2.1,17841,United Kingdom
576321,23215,JINGLE BELL HEART ANTIQUE SILVER,1,2011-11-14 14:59:00,2.08,14953,United Kingdom
555124,21899,"KEY FOB , GARAGE DESIGN",3,2011-05-31 15:26:00,0.65,18204,United Kingdom
558417,21872,GLAMOROUS  MUG,72,2011-06-29 10:50:00,1.06,14156,EIRE
581238,22669,RED BABY BUNTING ,2,2011-12-08 10:53:00,5.79,15287,United Kingdom
579461,85099F,JUMBO BAG STRAWBERRY,10,2011-11-29 14:42:00,2.08,15615,United Kingdom
563204,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-08-14 11:49:00,39.95,17048,United Kingdom
539437,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,2010-12-17 14:54:00,4.21,15287,United Kingdom
542617,21495,SKULLS AND CROSSBONES WRAP,25,2011-01-30 15:48:00,0.42,17463,United Kingdom
561077,22550,HOLIDAY FUN LUDO,4,2011-07-24 15:53:00,3.75,17649,United Kingdom
554106,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-05-22 14:05:00,1.65,12710,Germany
543113,21754,HOME BUILDING BLOCK WORD,3,2011-02-03 13:06:00,5.95,13047,United Kingdom
565595,23047,PAPER LANTERN 5 POINT SEQUIN STAR,2,2011-09-05 14:13:00,5.75,13192,United Kingdom
562432,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-04 17:38:00,2.08,14004,United Kingdom
560711,20702,PINK PADDED MOBILE,1,2011-07-20 12:58:00,4.25,17841,United Kingdom
549837,22841,ROUND CAKE TIN VINTAGE GREEN,12,2011-04-12 13:38:00,6.95,16705,United Kingdom
561324,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,12,2011-07-26 13:45:00,1.25,14414,United Kingdom
563543,21242,RED RETROSPOT PLATE ,2,2011-08-17 12:06:00,1.69,15039,United Kingdom
575138,48138,DOORMAT UNION FLAG,2,2011-11-08 15:24:00,14.13,15287,United Kingdom
547100,20726,LUNCH BAG WOODLAND,10,2011-03-21 10:31:00,1.65,15615,United Kingdom
550542,21936,RED RETROSPOT PICNIC BAG,1,2011-04-19 11:37:00,5.79,15287,United Kingdom
576246,21889,WOODEN BOX OF DOMINOES,4,2011-11-14 13:42:00,1.25,17566,United Kingdom
539267,21931,JUMBO STORAGE BAG SUKI,10,2010-12-16 15:23:00,1.95,13534,United Kingdom
570126,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,2011-10-07 13:16:00,1.45,16910,United Kingdom
578125,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-11-23 10:31:00,1.25,17511,United Kingdom
554994,85130D,BEADED CRYSTAL HEART PINK LARGE,2,2011-05-29 14:18:00,1.65,14606,United Kingdom
545054,21181,PLEASE ONE PERSON METAL SIGN,1,2011-02-27 12:41:00,2.1,14472,United Kingdom
541421,84509B,SET OF 4 FAIRY CAKE PLACEMATS,3,2011-01-17 17:44:00,3.29,15287,United Kingdom
574258,23421,PANTRY HOOK SPATULA,1,2011-11-03 13:50:00,2.08,16891,United Kingdom
567668,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-09-21 15:29:00,7.46,15287,United Kingdom
570125,23309,SET OF 60 I LOVE LONDON CAKE CASES ,24,2011-10-07 13:14:00,0.55,17509,United Kingdom
565993,85014B,RED RETROSPOT UMBRELLA,3,2011-09-08 11:46:00,5.95,13013,United Kingdom
544768,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-02-23 11:10:00,5.79,15287,United Kingdom
564141,22995,TRAVEL CARD WALLET SUKI,1,2011-08-23 11:47:00,0.42,17841,United Kingdom
545215,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-02-28 16:47:00,4.13,15287,United Kingdom
548516,47585A,PINK FAIRY CAKE CUSHION COVER,1,2011-03-31 16:28:00,9.96,15287,United Kingdom
558196,23032,DRAWER KNOB CRACKLE GLAZE IVORY,4,2011-06-27 12:38:00,1.65,16033,United Kingdom
547801,22980,PANTRY SCRUBBING BRUSH,12,2011-03-25 12:57:00,1.65,14107,United Kingdom
546465,22147,FELTCRAFT BUTTERFLY HEARTS,4,2011-03-14 10:57:00,1.45,14395,United Kingdom
570187,21813,GARLAND WITH STARS AND BELLS,3,2011-10-07 15:09:00,3.29,15287,United Kingdom
549102,21394,RED POLKADOT BEAKER ,48,2011-04-06 11:34:00,0.39,13266,United Kingdom
559299,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-07-07 12:39:00,0.42,16929,United Kingdom
571291,23202,JUMBO BAG VINTAGE LEAF,1,2011-10-16 15:44:00,2.08,13610,United Kingdom
562377,23188,VINTAGE  2 METER FOLDING RULER,4,2011-08-04 15:04:00,1.65,14535,United Kingdom
551534,22652,TRAVEL SEWING KIT,20,2011-05-01 14:59:00,1.65,14655,United Kingdom
544044,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-02-15 12:05:00,4.95,14659,United Kingdom
556191,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-06-09 12:02:00,1.69,14501,United Kingdom
547890,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,5,2011-03-28 10:03:00,2.95,17227,United Kingdom
567517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-20 15:49:00,2.95,14211,United Kingdom
540977,22421,LIPSTICK PEN FUSCHIA,1,2011-01-12 15:01:00,0.85,15287,United Kingdom
579196,22494,EMERGENCY FIRST AID TIN ,3,2011-11-28 15:54:00,2.46,14096,United Kingdom
551997,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-05 15:47:00,5.79,15287,United Kingdom
576352,22138,BAKING SET 9 PIECE RETROSPOT ,6,2011-11-14 15:51:00,4.95,16478,United Kingdom
545908,21931,JUMBO STORAGE BAG SUKI,20,2011-03-08 09:26:00,1.95,14709,United Kingdom
572182,21790,VINTAGE SNAP CARDS,12,2011-10-21 10:32:00,0.85,13588,United Kingdom
548361,22978,PANTRY ROLLING PIN,6,2011-03-30 15:38:00,3.75,16092,United Kingdom
563922,20933,YELLOW POT PLANT CANDLE,1,2011-08-21 14:10:00,2.95,14529,United Kingdom
544824,22679,FRENCH BLUE METAL DOOR SIGN 4,10,2011-02-24 09:32:00,1.25,17139,United Kingdom
544336,22281,EASTER TREE YELLOW BIRDS,2,2011-02-17 19:36:00,5.95,13230,United Kingdom
559044,23309,SET OF 60 I LOVE LONDON CAKE CASES ,360,2011-07-05 15:37:00,0.42,17306,United Kingdom
543989,22505,MEMO BOARD COTTAGE DESIGN,24,2011-02-15 09:52:00,4.25,12415,Australia
555722,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-06-06 16:06:00,15.79,15287,United Kingdom
568655,22852,DOG BOWL VINTAGE CREAM,4,2011-09-28 12:20:00,4.25,17611,United Kingdom
553375,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-05-16 14:52:00,1.25,14911,EIRE
569491,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-10-04 13:25:00,1.25,14056,United Kingdom
563905,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-08-21 11:43:00,1.69,13267,United Kingdom
558774,22798,ANTIQUE GLASS DRESSING TABLE POT,2,2011-07-04 10:17:00,5.79,15287,United Kingdom
539444,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-17 15:52:00,1.65,14146,United Kingdom
C563600,21218,RED SPOTTY BISCUIT TIN,-1,2011-08-18 06:24:00,3.75,14911,EIRE
546528,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-03-14 13:04:00,0.72,15311,United Kingdom
541830,21520,BOOZE & WOMEN GREETING CARD ,3,2011-01-21 17:09:00,0.83,15287,United Kingdom
577082,21754,HOME BUILDING BLOCK WORD,3,2011-11-17 15:31:00,6.25,15811,United Kingdom
552048,23284,DOORMAT KEEP CALM AND COME IN,40,2011-05-06 10:00:00,6.75,17809,United Kingdom
575837,21287,SCENTED VELVET LOUNGE CANDLE ,12,2011-11-11 11:37:00,0.38,12748,United Kingdom
570792,22467,GUMBALL COAT RACK,20,2011-10-12 12:01:00,2.55,12709,Germany
548213,22704,WRAP RED APPLES ,25,2011-03-30 09:15:00,0.42,15521,United Kingdom
569731,23298,SPOTTY BUNTING,6,2011-10-06 09:48:00,4.95,13999,United Kingdom
561651,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-07-28 15:36:00,5.79,15287,United Kingdom
574076,21824,PAINTED METAL STAR WITH HOLLY BELLS,21,2011-11-02 15:38:00,0.83,15287,United Kingdom
571180,23504,PLAYING CARDS JUBILEE UNION JACK,12,2011-10-14 10:47:00,1.25,15498,United Kingdom
550819,21875,KINGS CHOICE MUG,2,2011-04-20 17:37:00,1.25,17530,United Kingdom
557798,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-06-23 09:38:00,1.25,16187,United Kingdom
565150,23145,ZINC T-LIGHT HOLDER STAR LARGE,24,2011-09-01 14:26:00,0.79,14298,United Kingdom
579949,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-12-01 11:00:00,12.75,16700,United Kingdom
552039,21063,PARTY INVITES JAZZ HEARTS,12,2011-05-06 08:10:00,0.85,13081,United Kingdom
564857,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-08-31 09:23:00,10.79,15287,United Kingdom
574169,84879,ASSORTED COLOUR BIRD ORNAMENT,80,2011-11-03 11:40:00,1.69,17491,United Kingdom
574909,23239,SET OF 4 KNICK KNACK TINS POPPIES,1,2011-11-07 15:40:00,4.15,13673,United Kingdom
538369,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-12-12 11:06:00,4.95,17251,United Kingdom
540014,84352,SILVER CHRISTMAS TREE BAUBLE STAND ,1,2011-01-04 11:34:00,16.95,14606,United Kingdom
565847,84378,SET OF 3 HEART COOKIE CUTTERS,1,2011-09-07 12:44:00,3.29,15287,United Kingdom
